Ep,Step,Reward,Total_reward,Action,Epsilon,Done,Termination_Code
1,1,0,0,2,1,0
1,2,0,0,4,1,0
1,3,0,0,4,1,0
1,4,0,0,2,1,0
1,5,0,0,2,1,0
1,6,-10,-10,2,1,1
2,1,0,0,3,1,0
2,2,0,0,1,1,0
2,3,0,0,2,1,0
2,4,-3,-3,0,1,0
2,5,0,-3,2,1,0
2,6,0,-3,5,1,0
2,7,-1,-4,1,1,0
2,8,0,-4,0,1,0
2,9,0,-4,4,1,0
2,10,-13,-17,0,1,1
3,1,-1,-1,0,1,0
3,2,-1,-2,5,1,0
3,3,-1,-3,4,1,0
3,4,-1,-4,3,1,0
3,5,-1,-5,2,1,0
3,6,0,-5,2,1,0
3,7,-10,-15,2,1,1
4,1,0,0,2,1,0
4,2,0,0,3,1,0
4,3,0,0,5,1,0
4,4,0,0,4,1,0
4,5,0,0,1,1,0
4,6,-3,-3,2,1,0
4,7,-1,-4,2,1,0
4,8,-3,-7,3,1,0
4,9,0,-7,0,1,0
4,10,-10,-17,5,1,1
5,1,0,0,0,1,0
5,2,0,0,4,1,0
5,3,-3,-3,2,1,0
5,4,0,-3,3,1,0
5,5,0,-3,3,1,0
5,6,0,-3,1,1,0
5,7,-1,-4,3,1,0
5,8,-10,-14,3,1,1
6,1,-2,-2,4,1,0
6,2,0,-2,2,1,0
6,3,0,-2,3,1,0
6,4,0,-2,0,1,0
6,5,0,-2,0,1,0
6,6,0,-2,1,1,0
6,7,0,-2,2,1,0
6,8,0,-2,2,1,0
6,9,0,-2,5,1,0
6,10,0,-2,5,1,0
6,11,0,-2,2,1,0
6,12,0,-2,0,1,0
6,13,-10,-12,5,1,1
7,1,-1,-1,1,1,0
7,2,-10,-11,3,1,1
8,1,-1,-1,4,1,0
8,2,0,-1,1,1,0
8,3,0,-1,3,1,0
8,4,50,49,5,1,0
8,5,0,49,1,1,0
8,6,0,49,1,1,0
8,7,0,49,4,1,0
8,8,0,49,3,1,0
8,9,0,49,3,1,0
8,10,0,49,5,1,0
8,11,0,49,2,1,0
8,12,-10,39,1,1,1
9,1,-3,-3,0,1,0
9,2,-3,-6,5,1,0
9,3,-1,-7,2,1,0
9,4,-1,-8,5,1,0
9,5,0,-8,0,1,0
9,6,-11,-19,1,1,1
10,1,-1,-1,2,1,0
10,2,-1,-2,5,1,0
10,3,0,-2,1,1,0
10,4,0,-2,3,1,0
10,5,0,-2,2,1,0
10,6,0,-2,4,1,0
10,7,0,-2,4,1,0
10,8,0,-2,3,1,0
10,9,0,-2,0,1,0
10,10,0,-2,5,1,0
10,11,0,-2,0,1,0
10,12,0,-2,1,1,0
10,13,-1,-3,2,1,0
10,14,-13,-16,2,1,1
11,1,0,0,2,1,0
11,2,-10,-10,2,1,1
12,1,0,0,0,1,0
12,2,0,0,4,1,0
12,3,0,0,1,1,0
12,4,0,0,0,1,0
12,5,0,0,5,1,0
12,6,0,0,2,1,0
12,7,0,0,5,1,0
12,8,0,0,4,1,0
12,9,-1,-1,0,1,0
12,10,0,-1,0,1,0
12,11,0,-1,0,1,0
12,12,0,-1,4,1,0
12,13,0,-1,4,1,0
